5.11, 778.6, 419.0
5.12, 778.6, 419.0
5.14, 778.6, 419.0
5.16, 778.6, 419.0
5.18, 778.6, 419.0
5.19, 778.6, 419.0
5.21, 778.6, 419.0
5.23, 778.6, 419.0
5.24, 778.6, 419.0
5.26, 778.6, 419.0
5.28, 778.6, 419.0
5.31, 778.6, 419.0
5.32, 778.6, 419.0
5.34, 778.6, 419.0
5.36, 778.6, 419.0
5.38, 778.6, 419.0
5.4, 778.6, 419.0
5.41, 778.6, 419.0
5.43, 778.6, 419.0
5.45, 778.6, 419.0
5.46, 778.6, 419.0
5.48, 778.6, 419.0
5.5, 778.6, 419.0
5.52, 778.6, 419.0
5.53, 778.6, 419.0
5.55, 778.6, 419.0
5.57, 778.6, 419.0
5.59, 778.6, 419.0
5.61, 734.0, 582.2
5.64, 659.0, 537.0
5.67, 613.0, 519.0
5.69, 513.0, 499.0
5.72, 469.0, 492.0
5.74, 397.0, 476.0
5.76, 370.0, 469.0
5.79, 315.0, 454.0
5.82, 286.0, 449.0
5.84, 266.0, 444.0
5.86, 247.0, 440.0
5.88, 210.0, 437.0
5.91, 183.0, 433.0
5.94, 175.0, 430.0
5.96, 150.0, 417.0
6.0, 124.0, 397.0
6.02, 103.0, 371.0
6.05, 95.0, 357.0
6.07, 87.0, 331.0
6.1, 86.0, 303.0
6.13, 94.0, 269.0
6.16, 106.0, 252.0
6.18, 120.0, 243.0
6.21, 144.0, 236.0
6.23, 170.0, 238.0
6.25, 255.0, 264.0
6.28, 319.0, 288.0
6.3, 458.0, 357.0
6.33, 583.0, 431.0
6.36, 618.0, 452.0
6.38, 657.0, 476.0
6.41, 680.0, 491.0
6.44, 690.0, 499.0
6.45, 701.0, 507.0
6.47, 717.0, 522.0
6.5, 722.0, 526.0
6.53, 729.0, 532.0
6.55, 734.0, 538.0
6.58, 739.0, 542.0
6.6, 743.0, 550.0
6.62, 748.0, 558.0
6.65, 755.0, 570.0
6.69, 761.0, 581.0
6.71, 762.0, 582.2
6.73, 766.0, 582.2
6.75, 769.0, 582.2
6.77, 770.0, 582.2
6.79, 772.0, 582.2
6.82, 772.0, 582.2
6.84, 772.0, 582.2
6.86, 772.0, 582.2
6.88, 772.0, 582.2
6.9, 772.0, 582.2
6.91, 772.0, 582.2
6.93, 772.0, 582.2
6.95, 772.0, 582.2
6.96, 772.0, 582.2
6.98, 772.0, 582.2
7.0, 772.0, 582.2
7.02, 772.0, 582.2
7.05, 772.0, 582.2
7.07, 772.0, 582.2
7.09, 772.0, 582.2
