0.0, 400.0, 300.0
0.187, 400.0, 300.0
0.26, 400.0, 300.0
0.277, 400.0, 300.0
0.297, 400.0, 300.0
0.317, 400.0, 300.0
0.347, 400.0, 300.0
0.367, 400.0, 300.0
0.387, 400.0, 300.0
0.404, 402.98, 299.65
0.421, 405.96, 299.32
0.445, 408.94, 298.97
0.464, 411.92, 298.59
0.487, 414.89, 298.2
0.51, 417.86, 297.76
0.533, 420.82, 297.3
0.55, 423.77, 296.71
0.575, 426.68, 295.99
0.596, 429.53, 295.05
0.624, 432.13, 293.57
0.647, 433.76, 291.05
0.667, 432.28, 288.43
0.686, 429.5, 287.3
0.704, 426.59, 286.6
0.727, 423.64, 286.01
0.747, 420.69, 285.5
0.763, 417.72, 285.04
0.786, 414.75, 284.62
0.802, 411.78, 284.21
0.82, 408.81, 283.83
0.836, 405.83, 283.46
0.853, 402.85, 283.09
0.87, 399.87, 282.74
0.887, 396.89, 282.4
0.905, 393.91, 282.06
0.921, 390.93, 281.73
0.947, 387.95, 281.4
0.966, 384.97, 281.06
0.989, 381.98, 280.73
1.007, 379.0, 280.47
1.027, 376.0, 280.45
1.044, 373.01, 280.69
1.061, 370.07, 281.32
1.077, 367.24, 282.31
1.094, 364.81, 284.07
1.117, 363.37, 286.7
1.135, 362.5, 289.57
1.155, 362.23, 292.56
1.172, 362.22, 295.56
1.189, 362.51, 298.55
1.205, 363.05, 301.5
1.227, 364.03, 304.34
1.249, 365.42, 307.0
1.267, 367.16, 309.44
1.285, 369.12, 311.71
1.303, 371.24, 313.84
1.327, 373.49, 315.81
1.344, 375.81, 317.71
1.36, 378.18, 319.56
1.377, 380.58, 321.35
1.394, 383.02, 323.1
1.411, 385.48, 324.82
1.428, 387.95, 326.52
1.451, 390.43, 328.21
1.473, 392.91, 329.89
1.49, 395.4, 331.57
1.507, 397.89, 333.25
1.53, 400.38, 334.92
1.547, 402.86, 336.6
1.565, 405.35, 338.28
1.587, 407.84, 339.96
1.607, 410.32, 341.64
1.632, 412.81, 343.32
1.65, 415.29, 345.01
1.673, 417.76, 346.7
1.697, 420.23, 348.4
1.72, 422.7, 350.12
1.737, 425.16, 351.83
1.759, 427.61, 353.55
1.781, 430.07, 355.27
1.798, 432.53, 356.99
1.822, 434.98, 358.72
1.844, 437.44, 360.44
1.868, 439.89, 362.18
1.891, 442.34, 363.91
1.914, 444.78, 365.64
1.937, 447.23, 367.38
1.954, 449.68, 369.11
1.973, 452.13, 370.84
1.997, 454.58, 372.57
2.019, 457.03, 374.31
